debate_id	src_id	tgt_id	gold_label	pred_label	pred_score
node_link_data-debate-eval-0044	2f93cbaf-329c-46b4-8d5c-2b1405dd02e3	093bee6c-289d-435c-9222-c1d1a7d5d9b5	support	neutral	0.912109375
node_link_data-debate-eval-0029	d67b1b56-c679-464e-9ab0-a66814796af9	8b8e59b4-8ad7-4ee3-a521-f5fa82aa468f	attack	attack	0.98193359375
node_link_data-debate-eval-0015	a4f09855-1040-4896-9421-03aad71846aa	0065f3f6-7634-445f-8bdd-efb0f2f330a3	neutral	attack	0.52734375
node_link_data-debate-eval-0015	a378902f-5a92-44ce-b689-813e4024bb1f	9748c596-bff1-4144-b1d7-faf7fd71c3ab	attack	attack	0.99658203125
node_link_data-debate-eval-0044	b80b6376-c7ec-4e89-b932-b4c6cfcec777	883f8c35-9fc5-4951-bbcd-91645652877b	support	neutral	0.97900390625
node_link_data-debate-eval-0044	8e97dcce-7905-4da1-9207-636587bdf84b	157f3f7e-97ce-40e6-9710-d169b1f95037	support	neutral	0.994140625
node_link_data-debate-eval-0002	1404d9c9-176d-4ab0-9ac5-f73d1035e57c	42433dd4-492a-4441-91ba-456ec7859620	attack	attack	0.96826171875
node_link_data-debate-eval-0029	3c8da2ad-b8ba-4085-9acd-a8d73b0509db	6fd44f73-3d84-44d6-adbf-535cd577367a	neutral	attack	0.92626953125
node_link_data-debate-eval-0015	f0254069-1161-42f5-955a-417458b58d0a	3a210e2a-7609-42fe-9ab4-83ef9c16b85e	attack	neutral	0.9306640625
node_link_data-debate-eval-0029	1272097f-ec0d-448b-acae-600cd524b095	8ec0ecf5-721e-447f-8a8a-c960f9c1e441	neutral	neutral	0.60986328125
node_link_data-debate-eval-0029	4094d2ad-d177-4d63-a6bc-5cd3a9cd2c76	1e44cf74-e9c2-42f5-a556-058271bc1b11	support	support	0.5380859375
node_link_data-debate-eval-0015	df2fb6ba-4915-4c4b-b138-d2fccf6af48e	8c8d2217-ba1e-4ca4-931b-59046c2c48ec	neutral	attack	0.8310546875
node_link_data-debate-eval-0044	f6de9f7c-1e58-4a3d-b445-cbce32b21f08	64ea00b7-a60a-4711-8b1a-cc49f5571fd0	neutral	neutral	0.5078125
node_link_data-debate-eval-0029	e699571a-0299-4b83-b874-8240f2579d39	f2409cdf-cf82-4f85-8ca2-21107dd9c77a	support	attack	0.7060546875
node_link_data-debate-eval-0044	aa59b8ac-8f2e-404d-929f-7911f403e2f7	093bee6c-289d-435c-9222-c1d1a7d5d9b5	neutral	neutral	0.96875
node_link_data-debate-eval-0044	a1445e29-4b5c-4741-880c-59e075dd4a5e	18ad3c8e-a098-4c4e-85f1-5c2cd8c95b62	neutral	neutral	0.892578125
node_link_data-debate-eval-0015	85b7852f-fdd3-4623-a53b-f0e23fb541be	c86f9b42-cd02-44f9-988e-2f9cdf037810	attack	attack	0.9951171875
node_link_data-debate-eval-0002	8d1d93ef-caa3-489f-a435-f280056d9030	37027c0e-e29a-4fac-b2cf-80f9053db817	support	neutral	0.7802734375
node_link_data-debate-eval-0015	ddb2ea2a-e73f-437a-8387-73b30a9af8ae	b4542a81-1a9d-4a2c-bec4-3e51a1b66856	support	neutral	0.6337890625
node_link_data-debate-eval-0044	a7679ae4-5bc4-4c9a-aa58-2948a99a7268	3e237c5b-90fe-4dc4-b8ca-fb18c2c24eef	neutral	attack	0.7470703125
node_link_data-debate-eval-0029	256466ed-927f-4115-8025-f962e525122d	e0872e3c-6d56-4bc6-9700-2eb14fee527f	attack	attack	0.97021484375
node_link_data-debate-eval-0015	9296506f-bf44-4645-90ab-d475c39ae866	a7b9824a-0e29-4d4b-a1fb-eabb626ccff0	neutral	neutral	0.61962890625
node_link_data-debate-eval-0002	d1af35a8-fd15-4ab8-aae6-b7f0c30dd321	42433dd4-492a-4441-91ba-456ec7859620	support	neutral	0.939453125
node_link_data-debate-eval-0044	bc2e8e6e-5ba6-4351-aefa-f97699b88004	a3e0132e-e6bf-4951-beeb-8c696f7e88bc	attack	attack	0.990234375
node_link_data-debate-eval-0044	ff933da0-d94c-4620-b098-a77a3dc1a463	33641507-0a97-42e6-85c9-a7a55c32dc58	neutral	neutral	0.53759765625
node_link_data-debate-eval-0044	e195ab89-f923-48e8-9cf0-8da8b2cf2a7a	f021471a-8014-42ba-9e49-c429c8b81147	attack	attack	0.97802734375
node_link_data-debate-eval-0015	ca5eef4d-d157-41e8-bfc9-7d98ab521987	972b27ce-a415-4103-879d-ed45d59d7c90	support	support	0.755859375
node_link_data-debate-eval-0015	a9e32da3-fe39-400e-812b-aff11074c43f	626ed7ba-d11c-40f9-9517-374957156b3f	support	neutral	0.9892578125
node_link_data-debate-eval-0002	fb4f5e62-70a9-423d-b59e-103340718256	2690f1db-ef94-4312-be0c-567807ed9067	neutral	attack	0.94091796875
node_link_data-debate-eval-0015	342d0cc5-fc08-475d-a608-3e952b0e6c53	793a295a-7c14-45d7-91f3-6181b7438bc2	support	neutral	0.81640625
node_link_data-debate-eval-0044	551c353d-f909-4f2b-9dd1-33c8c728928c	f89850ed-7f8e-4370-9a24-cd46f93ea0d6	neutral	attack	0.650390625
node_link_data-debate-eval-0029	da455028-39be-4ce3-848e-835b3e52bc69	829bba73-8e7c-4ccb-8170-66d703c5d104	neutral	neutral	0.79833984375
node_link_data-debate-eval-0002	18ac080e-3812-40aa-a438-9441515cfbe2	cc85e5f5-c51f-46ca-a734-4831feb76db4	neutral	attack	0.96435546875
node_link_data-debate-eval-0015	6b53e2ad-1123-4585-af66-1792d236a756	b9364761-7be4-4f94-b8ba-3217669590a0	neutral	neutral	0.9287109375
node_link_data-debate-eval-0044	4ccef6b5-1e36-4e3a-96fb-d674f21cfa91	c465a25f-310b-4936-a5fd-a2802410748a	attack	neutral	0.94287109375
node_link_data-debate-eval-0044	cabd3a15-0c5d-45d7-bb91-5debfb050676	22c6400a-24b6-426b-a31b-553ada82dde3	support	neutral	0.74365234375
node_link_data-debate-eval-0044	d67b009a-b476-41b8-a27a-80498c7f6cea	4fe334c1-c5da-4524-b95f-01e659fee5dd	neutral	attack	0.77294921875
node_link_data-debate-eval-0002	1269ca20-d01a-43a6-84da-5b3b7b762d67	8c954c30-b66f-4063-9eee-1c51d8f017ae	neutral	neutral	0.82666015625
node_link_data-debate-eval-0015	edbffe46-d42c-4a8d-9ab1-a8e8e526d01b	cc697fe2-d4c3-4432-9917-019a3a06b7bb	attack	attack	0.984375
node_link_data-debate-eval-0002	bee7de5b-6aec-41f0-92ca-e83e2a66d10a	80c2455e-dee0-4263-b271-dc97d80de5f2	neutral	attack	0.99365234375
node_link_data-debate-eval-0015	50b2240e-f666-4544-8db2-63cd68110db5	d8598f65-9f60-418b-8489-30847ead4104	support	neutral	0.7470703125
node_link_data-debate-eval-0015	01d2904c-e228-47bd-88d7-1ae3cad955df	7adae748-f4b1-419d-9802-ee14bb4b93bc	support	neutral	0.95947265625
node_link_data-debate-eval-0002	26306ec6-b557-4d00-8fda-7333a5b90ba1	a34fb463-e0b6-4c75-849e-581fa2880e82	neutral	attack	0.837890625
node_link_data-debate-eval-0044	6f6aa8f6-25f9-4411-8fe8-dc668bb7e6b2	dcae96ad-3d44-490e-935f-2104520f04c0	support	neutral	0.96435546875
node_link_data-debate-eval-0029	1806cdb3-0e16-477c-9978-c3bb472f4e9b	3a625a2a-260d-4db4-ad26-495a6b91be94	neutral	attack	0.9609375
node_link_data-debate-eval-0015	62e2b3c2-0278-4340-8c59-b1f5887888bd	7a7deed9-f9ba-4b1f-bb55-2af2ae21378e	neutral	attack	0.6865234375
node_link_data-debate-eval-0029	0b01efda-d623-4ee6-9299-75e02574d495	e83bc3cc-e5d6-4b4f-bb36-d7abf1be8fef	neutral	attack	0.9755859375
node_link_data-debate-eval-0002	5e9d1bfd-63ba-4440-b93b-3557f9061d1f	b46a9d10-3e37-4be0-b0c0-f92a49e8ea1c	neutral	attack	0.9609375
node_link_data-debate-eval-0015	423b584a-1cd8-461b-ba66-fed97575a141	b5075ac6-a5e9-4f86-b9a7-b98de4cef015	neutral	attack	0.54345703125
node_link_data-debate-eval-0015	7cdde0e7-bb7c-491f-84ea-f1cc3797fe88	13837d9a-e0a2-471b-aaf6-3f7ff9ffc53b	attack	attack	0.98388671875
node_link_data-debate-eval-0044	7b6a5d5c-07f1-479b-aa5a-67d5090d13e3	86ae88fb-e3a8-44ec-8878-2fd85459c589	support	neutral	0.50830078125
node_link_data-debate-eval-0029	75de0f2b-a560-46dc-ad95-4fc5d1862490	cff62343-0d4c-45e8-a7ca-ec37ad706ec7	neutral	attack	0.5458984375
node_link_data-debate-eval-0015	102fc6aa-4192-4239-8e05-2aeffcc58d86	69fbf82e-ffb7-476a-bfe4-a20bccc4c46a	support	neutral	0.982421875
node_link_data-debate-eval-0044	ce025451-06e8-4809-a9ec-4a92aef43d23	b6921d1a-9c7a-4767-aa86-9a41d13961c6	attack	attack	0.98876953125
node_link_data-debate-eval-0044	8fa4d481-53a5-43f2-a444-7c48aa0c3602	9ed4f2e6-7ecb-49ec-9a91-ac3a3c1d5d86	neutral	attack	0.83642578125
node_link_data-debate-eval-0015	0491c480-c3be-4c94-a616-56e7ab1f880f	8cba4e23-3515-44a3-be9f-9b48a2e32f4a	neutral	attack	0.9599609375
node_link_data-debate-eval-0044	28123c6c-1af5-4bf7-b21e-5856a6dbc656	80178b9f-517a-482f-8033-d2caaa01283d	attack	neutral	0.94677734375
node_link_data-debate-eval-0002	df4f1c63-ee9d-48ae-b1b2-95ba8930e43c	9039a163-3138-4577-8b0e-33f79fdce4ea	neutral	neutral	0.6474609375
node_link_data-debate-eval-0015	fe1d3bd0-a8c6-403d-bb31-140546335e03	8338cc37-cbb5-4403-a07d-27b849b6491c	attack	attack	0.9794921875
node_link_data-debate-eval-0029	151ddd46-8f65-411c-839a-9a8872e37af5	199b94d7-48eb-45c9-b2ee-b97636201cb5	neutral	attack	0.58740234375
node_link_data-debate-eval-0002	b603175e-8e08-412e-b6fd-2c122367fbbd	e26b922f-a1ad-48c2-a7a2-810792316f06	support	neutral	0.98876953125
node_link_data-debate-eval-0044	629ba50a-ad0a-4be3-a5f4-aede1f02999a	57baf0c4-649d-4775-8e0c-bb157fdd73a5	attack	attack	0.9990234375
node_link_data-debate-eval-0044	2d3c85f5-e2ad-43e8-9a0e-f87cafd969fd	4667414f-ba96-46c0-b46a-3b3f511c5930	support	neutral	0.98095703125
node_link_data-debate-eval-0044	a3242f7c-73e0-480d-ac20-ffaf9e6a0e61	57baf0c4-649d-4775-8e0c-bb157fdd73a5	support	neutral	0.88671875
node_link_data-debate-eval-0044	6167c0d8-4a95-4a99-a96e-bd7f4ee6bd93	debabb44-0801-4187-82dd-9cc058d1e696	neutral	attack	0.57275390625
node_link_data-debate-eval-0029	4a76b54e-21db-4059-add6-8a2c348640b8	9d28e3b6-82ad-470a-b53a-df1dcc02e4c2	neutral	neutral	0.98876953125
node_link_data-debate-eval-0002	7a6bfac0-aa66-4172-8049-8d573fc2800a	46f9bffc-553d-4d24-9abc-6ce7e93be4cb	attack	attack	0.99658203125
node_link_data-debate-eval-0002	25c9fba8-655c-4fa6-be75-bebef03fba9b	bb006956-955d-46de-8819-444ed12b4080	support	neutral	0.876953125
node_link_data-debate-eval-0002	fa092940-9d1e-4107-a6cd-7ee02a9a857a	e2caab18-c716-4506-ab69-df313dcf06c1	support	neutral	0.88818359375
node_link_data-debate-eval-0002	34f2b370-3a1c-407a-b1dc-cd3ecc769fcf	10259f72-92b0-4aac-b1de-982ddcb3101a	support	attack	0.94140625
node_link_data-debate-eval-0044	d0885f4f-a4b8-4a00-b8c0-0f4593c3a1d6	5bc2231e-91ac-4561-99c4-95679501bc3e	attack	neutral	0.7509765625
node_link_data-debate-eval-0029	c0da625c-bb76-40e0-8dc1-d0c00425a4b7	bef3129b-496b-4265-a1d7-db96fb7c3bee	support	neutral	0.95166015625
node_link_data-debate-eval-0015	bae90bb5-e606-4ad1-852c-81bbf2dc9082	ccf0260a-e370-4d92-a26a-7b8506ef9204	attack	attack	0.9443359375
node_link_data-debate-eval-0002	1269ca20-d01a-43a6-84da-5b3b7b762d67	8098127c-e810-4249-8c02-5184a17c1b24	support	neutral	0.62109375
node_link_data-debate-eval-0015	43885e48-15ca-4a55-8715-66c34b4f77ad	a1fb62ca-d637-4068-a544-0c09eccfb905	attack	attack	0.9951171875
node_link_data-debate-eval-0044	cf6fbaa1-0873-4a9a-8c78-9ca73745a68e	bbc38e4c-d6c7-4c4b-bcc8-d2f8226d1627	neutral	neutral	0.98095703125
node_link_data-debate-eval-0015	66229d9e-cd48-4197-8de6-c1e26bb6021d	f3720b4d-68e4-40e2-9725-fa5556f6c1b8	support	neutral	0.95361328125
node_link_data-debate-eval-0002	0d157a7c-ab10-4501-8322-b846f36977d7	5ed8a468-ae9c-4b6a-8eab-eadff9032f5f	support	neutral	0.78173828125
node_link_data-debate-eval-0002	b669d5c7-4149-4d5b-91a4-7312e977c07c	32539ab5-509d-4266-ab07-8c460f070f9c	support	neutral	0.98291015625
node_link_data-debate-eval-0002	e4e76b09-b0c4-4cd4-b19d-082687568d18	45626a65-a981-4d32-a0ea-7862cc293cd2	neutral	attack	0.8427734375
node_link_data-debate-eval-0044	0586b887-8379-4d32-a316-b013ec86b310	54f44364-cb88-460d-accd-bf6269482faa	neutral	attack	0.90478515625
node_link_data-debate-eval-0002	5838c6da-a059-477e-999a-6f099d4ce8b5	faba2157-fd40-4695-972a-feb3ea9733b1	neutral	attack	0.7470703125
node_link_data-debate-eval-0002	45626a65-a981-4d32-a0ea-7862cc293cd2	bf25835f-01f6-42ae-bb7e-c39cb2063e33	attack	attack	0.96875
node_link_data-debate-eval-0015	41439bb7-9fb0-4168-b535-5e9ad875ca53	47c2ed67-606d-4273-b458-6b93ccb9e367	neutral	neutral	0.92529296875
node_link_data-debate-eval-0029	e83bc3cc-e5d6-4b4f-bb36-d7abf1be8fef	5a7540cc-c9ec-4cfd-8ae1-05bf1a40f373	attack	attack	0.96337890625
node_link_data-debate-eval-0002	de8f71bc-b757-4fec-bb50-dfc9e34dd22b	d5b75239-b705-493c-aee7-68288e3e9bda	support	attack	0.94677734375
node_link_data-debate-eval-0044	2e76c1e9-4e51-4a1f-a219-5c6d5afc2406	6746689f-b117-4616-afea-7188b783c20b	neutral	attack	0.6474609375
node_link_data-debate-eval-0044	d67b009a-b476-41b8-a27a-80498c7f6cea	36c0d6a1-b4ad-4581-b3c5-466e08ac4f10	support	neutral	0.826171875
node_link_data-debate-eval-0029	b9979770-b780-43d8-b418-1d07456d3cb2	c4225542-31bb-4221-aad2-f5f12ce60430	neutral	attack	0.9775390625
node_link_data-debate-eval-0015	cd4c8452-a3c8-4610-b739-011c368b60fc	85b7852f-fdd3-4623-a53b-f0e23fb541be	neutral	neutral	0.52783203125
node_link_data-debate-eval-0029	e7d7e1ea-d1dd-46d8-9f73-e2b01c238dfd	a71768b2-0f9c-4acf-ab3a-e6a5a3055eda	attack	attack	0.87158203125
node_link_data-debate-eval-0015	f86ca01b-4bf0-4791-aa95-57dd8f94fef1	cd4c8452-a3c8-4610-b739-011c368b60fc	neutral	attack	0.69091796875
node_link_data-debate-eval-0002	9d20028b-a618-463a-b23d-767db94bef87	697d1013-e269-40ef-b8ad-dd73ff441921	attack	attack	0.5771484375
node_link_data-debate-eval-0029	3864649f-cf1b-4745-b2d0-1f74eb860a7c	8b8e59b4-8ad7-4ee3-a521-f5fa82aa468f	support	neutral	0.537109375
node_link_data-debate-eval-0002	1a913468-1fcc-4f96-af0c-90d4fff9bcef	dc2a867f-f969-4c20-adea-bdb48ce936eb	neutral	attack	0.92822265625
node_link_data-debate-eval-0029	fc128e5a-9dd5-4b5e-ae28-3893334d4c88	ffaea266-dfbb-4e7e-b1dc-578b693a92ed	neutral	neutral	0.52685546875
node_link_data-debate-eval-0029	3df77ecb-b36f-441e-870d-20bf18e87ce8	80570179-5158-4dfa-8908-b147dc83218f	support	support	0.492431640625
node_link_data-debate-eval-0015	54f1606d-3a04-44c8-a3ae-42d89cfae0ba	e9ecad60-81f1-4695-85e4-a1542eb3cb76	neutral	neutral	0.98291015625
node_link_data-debate-eval-0002	cf5bc976-d9ac-450c-b3b3-5ab103dc4e48	4e722983-9e96-4c68-8817-cb1f6458b3d9	attack	neutral	0.7744140625
node_link_data-debate-eval-0002	4b9c2910-0e08-4f7b-9a64-be358d341ff5	088d9dac-5531-4b5e-be0e-6758a4f0f723	neutral	attack	0.74072265625
node_link_data-debate-eval-0002	24ac0f87-2808-4cd9-a3d7-0df620164ec8	b88472ed-a69b-449a-89da-baf8f0cf280f	support	neutral	0.857421875
node_link_data-debate-eval-0015	57e3d52e-ac0d-42ec-9791-33f1a3b4d194	8338cc37-cbb5-4403-a07d-27b849b6491c	support	neutral	0.77734375
node_link_data-debate-eval-0015	6fbaab8b-d71c-4156-afe8-1653378eee46	cc3617a5-5611-4c64-9bc0-222639c1754c	support	neutral	0.98876953125
node_link_data-debate-eval-0002	866a293b-22bb-40d2-9b32-c43c5c2ee6ca	7609b3b9-aa44-49e6-bb81-d6815b82c938	neutral	attack	0.916015625
node_link_data-debate-eval-0029	382cdc3a-e327-43a3-b900-d5e002570309	6e32bae5-295d-49ab-bcbc-f51fa7288a59	neutral	attack	0.9736328125
node_link_data-debate-eval-0015	66229d9e-cd48-4197-8de6-c1e26bb6021d	46a1fcc2-aba6-4511-ad7f-5348a490b42a	neutral	attack	0.58251953125
node_link_data-debate-eval-0015	f3f24ecd-34ad-4c30-90c3-dd80817d1aed	4e01606f-411a-4d07-8135-ec38d38f6ca4	attack	attack	0.9833984375
node_link_data-debate-eval-0044	90ab02eb-be85-40be-b8ee-721b3f49de65	9d78331f-36fe-40a9-85d8-831144ceff62	support	neutral	0.97900390625
node_link_data-debate-eval-0029	0f4b0531-2273-442a-ad03-d532a842d286	aaba0ff1-233b-4f5d-a977-610f821090d1	neutral	attack	0.57421875
node_link_data-debate-eval-0044	e51f34ba-dc49-4d67-9eca-65c1d02a5d2e	d84ddd08-3d26-4b07-bb26-fdee077efce9	support	neutral	0.9287109375
node_link_data-debate-eval-0029	9d28e3b6-82ad-470a-b53a-df1dcc02e4c2	275ce8df-5fa8-4779-ac80-0f896a4a78bb	support	neutral	0.94580078125
node_link_data-debate-eval-0044	d5334cad-3be1-4589-b699-24f1c2d2b853	78a24e49-58a1-41c3-97e2-333f67b28c05	attack	attack	0.95849609375
node_link_data-debate-eval-0029	16a77725-2560-4250-aaeb-80c4579bd39f	fe6237cd-bcdc-44fa-b78a-6e6f9a339a51	neutral	attack	0.89404296875
node_link_data-debate-eval-0044	818efb6c-6bfd-4037-a4dd-70dde9304f91	3c6b695c-1caf-491c-a82d-18b304925a06	attack	attack	0.953125
node_link_data-debate-eval-0029	3b447403-741c-40f7-b225-99e40cfacf23	97e335f5-616b-4bd9-807b-ea3d9357e92b	support	attack	0.70068359375
node_link_data-debate-eval-0015	5f0622ad-778a-4755-92fb-d7eb9a09e1e7	8063dfae-b36f-4ac9-9a68-606937dba8cb	attack	attack	0.99267578125
node_link_data-debate-eval-0002	d1b6f1fb-934c-46e0-aa2a-c90830c4e32d	0ac8bddf-6663-4ee7-8174-51001dd10c13	attack	attack	0.97998046875
node_link_data-debate-eval-0044	7a519e1e-02bf-4412-8b72-dee3a4b32ef2	9f6bfeb1-837f-40bd-bc15-bc813194592a	neutral	attack	0.9091796875
node_link_data-debate-eval-0015	9ff84bc3-f355-4402-b214-329b2956a1c8	71046984-8522-4409-92c4-f839221a5174	support	neutral	0.91650390625
node_link_data-debate-eval-0044	58bdbe59-11b8-4141-b3a7-b0906b931006	49374fee-309d-45bf-95cc-10c0ca3d2f18	support	attack	0.90478515625
node_link_data-debate-eval-0015	47c2ed67-606d-4273-b458-6b93ccb9e367	2a712e19-fef2-4b42-b572-8bc2d23d75a2	support	neutral	0.775390625
node_link_data-debate-eval-0044	e89339ac-5961-415a-9000-9039637f0c75	4befca7f-62a0-4ebe-b8b8-da03f6ac5786	neutral	neutral	0.89501953125
node_link_data-debate-eval-0029	47b40b45-e19a-496d-9fe4-76678dd9664a	a4c95309-39fe-4d78-84f8-945e38233c16	attack	attack	0.9970703125
node_link_data-debate-eval-0029	4b4f24bd-2788-4cc0-a2da-b93621129142	880efd7a-f7f2-4382-83fd-688d30413c77	neutral	attack	0.748046875
node_link_data-debate-eval-0015	8995983e-d921-43de-8958-daf588fb15d1	d2cce7a3-6fd3-4a8e-953c-3cacce6448af	attack	neutral	0.6005859375
node_link_data-debate-eval-0044	1b7721f8-d643-4988-a241-5efed86d3160	87444b4b-b88e-4ff1-a464-aa15e27e3ddd	neutral	attack	0.77734375
node_link_data-debate-eval-0002	9be64b62-a4e1-490a-822a-a84135c2824e	fd8bd001-91c1-4d58-94f2-e8f1b9a8666b	attack	attack	0.99560546875
node_link_data-debate-eval-0002	148b50d9-e2bf-4b67-a1e8-e637796181b2	853709a3-4547-48ff-a48c-f5a57d316c44	attack	neutral	0.9423828125
node_link_data-debate-eval-0044	067f09a0-404f-45e7-a613-bd2c47d4b24f	a4d01162-e759-47f2-8b61-e8cd977164d8	support	attack	0.97314453125
node_link_data-debate-eval-0015	28bc6107-83c8-495e-bea2-4f26ea05b9c9	ab33f3da-954a-4092-ba59-d353e68dca3e	neutral	neutral	0.88818359375
node_link_data-debate-eval-0002	63472342-8c60-4b8d-bd0a-3471cef4668e	fe977411-1ca3-452c-87e4-2a2452abb97c	neutral	neutral	0.79541015625
node_link_data-debate-eval-0044	58bdbe59-11b8-4141-b3a7-b0906b931006	eda137a3-43b0-4849-9939-0a7b0ad92bb6	neutral	attack	0.5
node_link_data-debate-eval-0002	9cb1d6f8-ba21-4091-a95c-dceda883392b	051e08e7-e740-4043-a16b-2f096d7be47a	support	neutral	0.95849609375
node_link_data-debate-eval-0002	647b1b9f-14c9-477b-867b-ee96ac1163ee	bddd5042-d62f-40ce-8d6d-1b01e6705769	support	neutral	0.72412109375
node_link_data-debate-eval-0015	1a7bc42e-6f64-4fa5-afba-b2d17643fb5d	3a82d442-13d7-4fca-8b61-5f5cbc604cec	neutral	attack	0.60009765625
node_link_data-debate-eval-0002	772df3d1-6f5d-4bf8-8c9c-5293992eabfb	fa5e6fa5-7bb6-4494-83d3-7dee86d57a32	support	neutral	0.97119140625
node_link_data-debate-eval-0029	856a77d2-68a9-464f-a0b5-998b24cdda8b	b0c5eb80-d432-4a20-982a-5fa21696f520	neutral	attack	0.86767578125
node_link_data-debate-eval-0044	9ed4f2e6-7ecb-49ec-9a91-ac3a3c1d5d86	a0d81a7c-0bbe-4571-8ca6-e6c4ecaac2b9	neutral	attack	0.7568359375
node_link_data-debate-eval-0002	660be3ae-a894-4282-9f2f-e4a727917de3	647825b5-03a6-460f-bff5-6cce2d281496	neutral	neutral	0.50390625
node_link_data-debate-eval-0044	284297e3-a45b-4cfa-a74e-4eeb72db1477	8992ac7e-19ee-463b-b011-53efb85ad862	support	attack	0.982421875
node_link_data-debate-eval-0029	a09570ad-4c94-468e-9775-6da2d56ceea5	b2ee8381-f9c5-4bfd-b293-81ea5d86f34a	neutral	neutral	0.7421875
node_link_data-debate-eval-0015	08ad93f0-e69a-41bf-8f34-796bb8ff8ddf	cf12b2bf-34e4-446d-a129-40888bca0a11	neutral	neutral	0.849609375
node_link_data-debate-eval-0044	d533eecc-2d1d-4a61-8d4f-49acf92015b6	761547c7-1944-404a-9343-7efbd7fe0fda	attack	attack	0.98046875
node_link_data-debate-eval-0015	33ed6a75-db66-480b-997f-aff3aa48de9b	5bb94bb2-7581-4791-bf5b-8d083b88398d	neutral	neutral	0.65478515625
